dimensions,num_beds,num_baths,house_type,city,location,area_block,description,url,price
"2,645 sqft",3,3,Apartment,Dhaka,Dhanmondi,Road No 16,Plan to move in this 2645 SQ FT flat which is for Rent in Dhanmondi near to Meena Bazar,/en/property/details-1774301.html,70000.0
"1,620 sqft",3,3,Apartment,Dhaka,Dhanmondi,Road No 14A,At Dhanmondi 1620 Square feet flat is available for Rent close to Bangladesh Medical College,/en/property/details-1773931.html,42000.0
"1,050 sqft",3,2,Apartment,Dhaka,Dhanmondi,West Dhanmondi and Shangkar,"A well defined residential flat of 1050 SQ FT is available for rent in West Dhanmondi and Shangkar, near North Breeze School",/en/property/details-1760758.html,19000.0
"1,500 sqft",3,3,Apartment,Dhaka,Dhanmondi,Road No 13,Meet with a fascinating 1500 SQ FT ready flat for rent in Dhanmondi near to Sobhanbagh Mosque,/en/property/details-1756588.html,30000.0
"1,500 sqft",3,4,Apartment,Dhaka,Dhanmondi,Road No 9A,In Dhanmondi 1500 SQ FT flat is available for rent which is now close to Dhanmondi Eidgah,/en/property/details-1740373.html,40000.0
500 sqft,2,1,Apartment,Dhaka,Dhanmondi,West Dhanmondi and Shangkar,Sophisticated 500 SQ FT flat is available for rent in Dhanmondi close to Rayerbazar Bazar,/en/property/details-1740274.html,10000.0
"1,228 sqft",3,3,Apartment,Dhaka,Dhanmondi,West Dhanmondi and Shangkar,"You can move into this well planned and comfortable Residential flat in Dhanmondi for rent, of 1228 SQ FT, near IBN Sina Hospital",/en/property/details-1740089.html,25000.0
"1,700 sqft",3,3,Apartment,Dhaka,Dhanmondi,Road No 9A,A well constructed 1700 SQ FT flat is ready for rent in Dhanmondi close to Zainul Haque Sikder Womens' Medical,/en/property/details-1731541.html,42000.0
"2,200 sqft",3,4,Apartment,Dhaka,Dhanmondi,Road No 11,"Well built and properly designed residential flat of 2700 SQ FT in Dhanmondi Road 11 for rent, near Shomrita Hospital",/en/property/details-1731328.html,70000.0
900 sqft,2,1,Apartment,Dhaka,Dhanmondi,Shukrabad,For rental purpose 900 SQ FT flat is now up for rent in Tejgaon close to Landmark,/en/property/details-1730572.html,22000.0
"1,050 sqft",3,2,Apartment,Dhaka,Dhanmondi,West Dhanmondi,For renting 1050 Square feet flat is available in Dhanmondi near to Madina Masjid,/en/property/details-1727879.html,20000.0
"1,100 sqft",3,2,Apartment,Dhaka,Dhanmondi,Road No 8A,Offering you a very spacious 1100 SQ FT flat for rent in Dhanmondi near to Bangladesh Medical College,/en/property/details-1726584.html,22000.0
"1,734 sqft",3,3,Apartment,Dhaka,Dhanmondi,Road No 8A,1734 Sq Ft Fine Flat Is Now For Rent Which Is In Dhanmondi Near To Bangladesh Medical,/en/property/details-1725080.html,50000.0
"1,300 sqft",3,3,Apartment,Dhaka,Dhanmondi,Road No 14,Reasonable 1300 SQ FT flat is available for rent in Dhanmondi near to National Parliament House,/en/property/details-1723935.html,35000.0
"1,907 sqft",3,3,Apartment,Dhaka,Dhanmondi,Road No 4,Sophisticated 1907 Sq Ft Flat Is Available For Rent In Dhanmondi Close To Shimanto Square,/en/property/details-1722843.html,60000.0
"1,480 sqft",3,3,Apartment,Dhaka,Dhanmondi,Road No 8,"A rightly planned 1480 SQ FT residence is found for rent in Dhanmondi, near Kalabagan East Bus Stop",/en/property/details-1719553.html,30000.0
"1,850 sqft",3,3,Apartment,Dhaka,Dhanmondi,Satmasjid Road,"Picture yourself, residing in this well constructed and planned 1850 SQ FT apartment in Dhanmondi for rent, near Bangladesh Medical College",/en/property/details-1716479.html,45000.0
"1,200 sqft",3,3,Apartment,Dhaka,Dhanmondi,Road No 8A,"A structurally well set commercial space of 1200 SQ FT for rent is available in Dhanmondi, near Police Plaza",/en/property/details-1713231.html,26000.0
"1,400 sqft",3,4,Apartment,Dhaka,Dhanmondi,Road No 8A,"Comfortable, convenient and well constructed 1400 SQ FT flat for rent in Dhanmondi, near Rabindra Sorobor",/en/property/details-1712904.html,26000.0
