dimensions,num_beds,num_baths,house_type,city,location,area_block,description,url,price
"2,000 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,2000 Sq Ft Residential Apartment For Rent At Gulshan 2,/en/property/details-3068308.html,65000.0
"2,350 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,Find Your Desired Apartment At This Ready 2350 Sq Ft Furnished Flat For Rent At Gulshan 2,/en/property/details-3963164.html,80000.0
"2,600 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,A convenient 2600 SQ FT residential home is prepared to be rented at Gulshan,/en/property/details-3071749.html,250000.0
"2,600 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,2600 Sq Ft Apartment Is Available For Rent In Gulshan,/en/property/details-3071751.html,250000.0
"2,600 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,2600 Sq Ft Nice Apartment For Rent At Gulshan 1,/en/property/details-3071759.html,250000.0
"2,600 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,Beautiful 2600 Sq Ft Apartment For Rent At Gulshan 1,/en/property/details-3071757.html,250000.0
"2,600 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,2600 Sq Ft Furnished Apartment For Rent At Gulshan 1,/en/property/details-3071753.html,250000.0
"2,600 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,2600 Sq Ft Apartment For Rent At Gulshan 1,/en/property/details-3071755.html,250000.0
"2,350 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,A well-featured rental 2350 SQ FT residential property is ready for you to own at Gulshan,/en/property/details-3310556.html,80000.0
"2,750 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,Sophisticated Style! This 2750 Sq. Ft Flat For Rent In Gulshan 2 Is All About It .,/en/property/details-5291209.html,100000.0
"2,700 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,2700 Sq Ft Apartment Is Available For Rent In Gulshan,/en/property/details-3070974.html,100000.0
"2,340 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 1,Residential Apartment For Rent Of 2340 Sq Ft At Gulshan,/en/property/details-3427470.html,130000.0
"3,900 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,Well Fitted Flat Is Here Available For Rental Purpose Covering 3900 Sq Ft Space In Gulshan 2,/en/property/details-5253665.html,250000.0
"1,800 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 1,1800 Sq Ft Apartment Is Up For Rent In Gulshan,/en/property/details-3230838.html,70000.0
"2,488 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,A Dazzling 2488 Sq Ft Residential Property Is Up For Rent Located At Gulshan 1,/en/property/details-3058470.html,85000.0
"2,288 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,A proper 2288 SQ FT residence is prepared to be rented at Gulshan 1,/en/property/details-3058466.html,75000.0
"3,715 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,A Nicely Constructed Apartment Of 3715 Sq Ft Is Available Right Now For Rent In Gulshan 2,/en/property/details-3373892.html,225000.0
"2,800 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,Excellent Flat Of 2800 Sq Ft Is All Set For Rent In The Fine Location Of Gulshan 2,/en/property/details-3059517.html,125000.0
"2,800 sqft",4,5,Apartment,Dhaka,Gulshan,Gulshan 2,We Bring You An Excellent Flat Of 2800 Sq Ft For Rent In Gulshan 2,/en/property/details-3059518.html,125000.0
"2,200 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 1,2200 Sq Ft Apartment Is Up For Rent At Gulshan 1,/en/property/details-3059478.html,55000.0
"2,250 sqft",3,4,Apartment,Dhaka,Gulshan,Gulshan 1,Tastefully Designed this 2250 SQ FT home is now vacant for rent in Gulshan,/en/property/details-3211284.html,70000.0
"4,400 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,A Calming 4000 Sq Ft Home Is Up At Gulshan At A Very Low Price,/en/property/details-5251202.html,300000.0
"2,200 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,Lovely Apartment Of 2200 Sq Ft Is Up For Rent In Gulshan 2,/en/property/details-3487990.html,90000.0
"3,500 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,3500 Sq Ft Apartment Is Now Vacant To Rent In Gulshan,/en/property/details-4393924.html,250000.0
"3,680 sqft",3,4,Apartment,Dhaka,Gulshan,Gulshan 1,"In the Prominent Location Of Gulshan 1, This Beautiful Apartment Is Waiting For Rent",/en/property/details-3376701.html,200000.0
"2,400 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 1,Your Desirable Cozy House Is For Rent In Gulshan 1 With Satisfactory Price.,/en/property/details-3068570.html,90000.0
"2,200 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,"Well Built And Properly Designed Residential Flat Of 2200 Sq Ft In Gulshan 2 For Rent, Near Westin Hotel",/en/property/details-1731576.html,75000.0
"3,650 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,View This 3650 Sq Ft Apartment For Rent At Gulshan,/en/property/details-3070053.html,250000.0
"2,600 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,Well Developed Residential Property Is Available To Rent In Gulshan 2 With Satisfactory Price.,/en/property/details-3314026.html,100000.0
"3,000 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,Live In This Well Designed Flat Of 3000 Sq Ft Which Is Up For Rent In Gulshan 2,/en/property/details-5133708.html,150000.0
"3,000 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,Express Your Individuality At This 2600 Sq. ft Apartment Which Is For Rent In The Location Of Gulshan 2 Near To Gulshan Club.,/en/property/details-3069351.html,125000.0
"3,000 sqft",2,4,Apartment,Dhaka,Gulshan,Gulshan 2,3000 Sq Ft Apartment Is Up For Rent At Gulshan 2,/en/property/details-3228768.html,200000.0
"3,343 sqft",3,4,Apartment,Dhaka,Gulshan,Gulshan 1,Luxury All Around In This 3343 Sq. Ft Gulshan 1 Flat Which Is Near To Singapore School Kinderland.,/en/property/details-3069198.html,140000.0
"3,000 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,"Start Living In This Nice Flat Of 3000 Sq Ft Located At Gulshan 2, Is Vacant For Rent",/en/property/details-5133707.html,135000.0
"2,000 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,Well Facilitated &amp; Beautiful 2000 Sq Ft Residence Is Ready To Rent In Gulshan 2,/en/property/details-3092484.html,100000.0
"1,800 sqft",2,2,Apartment,Dhaka,Gulshan,Gulshan 2,Excellent Flat Of 1800 Sq Ft Is All Set For Rent In The Fine Location Of Gulshan 2,/en/property/details-3069723.html,85000.0
"3,200 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 1,A Very Impressively Furnished 3200 Sq Ft Rental Residential Flat Is In The Center Of Gulshan 1,/en/property/details-3824918.html,160000.0
"2,550 sqft",3,4,Apartment,Dhaka,Gulshan,Gulshan 2,Startling Apartment Covering An Area Of 2550 Sq Ft Is Ready For Rent In Gulshan 2,/en/property/details-5103625.html,150000.0
"2,550 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,"Looking For A Lovely 2550 Sq Ft Residence To Rent In Gulshan 2, Check This One.",/en/property/details-3068704.html,130000.0
"2,500 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,Well Decorated &amp; Fully Furnished 2500 Sq Ft Flat Is Up For Renting Purpose In Gulshan 2,/en/property/details-3092640.html,90000.0
"5,800 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,A Stunningly Luxurious and Furnished Residence is Available to be Rented in Gulshan-2,/en/property/details-3243608.html,650000.0
"2,200 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,High Quality Living Space Of 2200 Sq Ft Is Now Available For Rent In Gulshan 2,/en/property/details-3060191.html,70000.0
"2,250 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,Wonderful Flat Covering An Area Of 2250 Sq Ft Is Available For Rent In Gulshan 2,/en/property/details-3238405.html,80000.0
"2,800 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,Be the dweller of this nice 2800 SQ FT residential property vacant for rent at Gulshan 2,/en/property/details-3030692.html,170000.0
"3,715 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,This 4 Bedroom Suitable Semi Furnished Residential Place For You Waiting To Be Rented At Gulshan 2.,/en/property/details-3373893.html,200000.0
"1,850 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,Gulshan 2 Gives You A 1850 Sq Ft Apartment For Rent,/en/property/details-3069994.html,60000.0
"2,000 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,"2000 Sq Ft In Total Nice Flat That You Have Been Looking For, This Flat For Rent Is Located Gulshan 2",/en/property/details-4207754.html,90000.0
"2,250 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,"An Impressive 2250 Sq. Ft Flat Is Ready For Rent At Gulshan 2, Near Z H Sikder Women's Medical College &amp; Hospital.",/en/property/details-5001602.html,60000.0
"3,500 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,"3500 SQ FT road sided apartment for rent in Gulshan, Road No 117",/en/property/details-4379887.html,100000.0
"2,400 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 1,A Convenient 2300 Sq Ft Residential Apartment Is Prepared To Be Rented At Gulshan 1,/en/property/details-3092248.html,70000.0
"2,500 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,"Prominent Location Of Gulshan 2, A Beautiful Three Bedroom Apartment Is Waiting For Rent",/en/property/details-3068268.html,110000.0
"1,750 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,This Full Furnished Flat In Gulshan 2 With A Convenient Price Is Up For Rent,/en/property/details-2085744.html,100000.0
"3,000 sqft",3,4,Apartment,Dhaka,Gulshan,Gulshan 2,Find 3000 Sq Ft Nice Apartment Available To Rent In Gulshan 2,/en/property/details-2083508.html,150000.0
"3,000 sqft",3,4,Apartment,Dhaka,Gulshan,Gulshan 2,Find 3000 SQ FT nice apartment available to Rent in Gulshan,/en/property/details-2083507.html,150000.0
"3,500 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,"In A Peaceful Location Of Gulshan 2, A Fantastic Flat Of 3500 Sq Ft Is Waiting For Rent.",/en/property/details-2081650.html,250000.0
"2,100 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,An Excellent Apartment Of 2100 Sq Ft Is Waiting To Be Rented In Gulshan 2,/en/property/details-2075861.html,75000.0
"2,250 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,A Dazzling Apartment Of 2250 Sq Ft Is Up For Rent In Gulshan 2,/en/property/details-2065092.html,85000.0
"1,800 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,An Artistic Apartment Of 1800 Sq Ft Is Waiting For Rent In Gulshan 2,/en/property/details-2065108.html,55000.0
"2,300 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,"Start A New Home, In This 2300 Sq Ft Flat For Rent In Gulshan 2",/en/property/details-2065110.html,65000.0
"2,300 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,"Comfortable, Convenient And Well-constructed 2300 Sq. Ft Flat Is Ready For Rent At Gulshan 2 Nearby Gulshan Central Masjid .",/en/property/details-2065111.html,60000.0
"2,240 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,"Make This Amazing 2240 Sq Ft Flat Your Next Residing Location, Which Is Up For Rent In Gulshan 2 Near By Bangladesh International Tutorial, Middle School.",/en/property/details-2063386.html,65000.0
"2,600 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,A Posh Flat For Rent In Gulshan Close To United Commercial Bank Limited Head Office,/en/property/details-1910852.html,60000.0
"4,500 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,Elegant Residential Apartment Covering An Area Of 4500 Sq Ft Is Ready For Rent In Gulshan 1,/en/property/details-2062062.html,250000.0
"3,000 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,Check This Fine Looking Residence Of 3000 Sq Ft Offered For Rent In Gulshan 2,/en/property/details-2056914.html,200000.0
"1,700 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,Get Comfortable In A 1700 Sq Ft Nice Flat For Rent In Gulshan 2,/en/property/details-2043530.html,40000.0
"2,400 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,2400 SQ FT apartment is now Vacant to rent in Gulshan 2,/en/property/details-2042420.html,70000.0
"3,000 sqft",4,3,Apartment,Dhaka,Gulshan,Gulshan 2,"Built With Great Floor Plan This 3000 Sq Ft Fully Furnished Flat Up For Rent At Gulshan 2, Is Ready For You To Move In",/en/property/details-2027837.html,200000.0
"1,850 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,A Ready 1850 Sq. ft Apartment For Rent In Gulshan 2 Near Manarat Dhaka International School &amp; College.,/en/property/details-2027179.html,60000.0
"2,600 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,"Make this 2600 SQ FT flat your next residing location, which is up to Rent in Gulshan",/en/property/details-2026279.html,90000.0
"2,200 sqft",3,4,Apartment,Dhaka,Gulshan,Gulshan 2,2200 Sq Ft Luxurious Apartment Is Ready For Rent In Gulshan 2 Near Gulshan Police Station,/en/property/details-2023675.html,97000.0
"3,740 sqft",4,5,Apartment,Dhaka,Gulshan,Gulshan 2,Plan to move in this 3740 SQ FT flat which is up to Rent in Gulshan,/en/property/details-2022522.html,220000.0
"2,000 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,An Aesthetic Apartment Of 2000 Sq Ft Is Ready To Rent In Gulshan 2 Near Pink City,/en/property/details-2017032.html,110000.0
"2,409 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 1,Fully Furnished Apartment Of 2340 Sq Ft Is Available For Rent In The Most Prime Location Of Gulshan 1,/en/property/details-2015193.html,120000.0
"3,500 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,"An Apartment Is Up For Rent At Gulshan, Near International Club",/en/property/details-2013726.html,130000.0
"2,300 sqft",3,4,Apartment,Dhaka,Gulshan,Gulshan 1,2300 Sq Ft Fully Furnished Flat Is Up For Rent In Gulshan 1 Nearby Gulshan Post Office.,/en/property/details-2012798.html,100000.0
"3,000 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 1,Have A Look At This 3000 Sq Ft Property Which Is Up For Rent Located At Gulshan 1,/en/property/details-2011189.html,70000.0
"2,100 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,2100 Sq Ft Vacant Flat For A Family Is Ready For Rent At Gulshan 2 Close To United Hospital,/en/property/details-2010616.html,100000.0
"2,500 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 1,Grab This Lovely Flat For Rent In Gulshan 1 Before It's Rented Out,/en/property/details-2009651.html,120000.0
"2,750 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 1,2750 Sq. Ft Full Furnished Apartment For Rent In Gulshan Near Gulshan Post Office,/en/property/details-2008983.html,90000.0
"2,575 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,2575 Sq Ft Flat Is Now Available To Rent Nearby City Bank In Gulshan,/en/property/details-2006736.html,100000.0
"3,200 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,"3200 Sq Ft Remarkable Flat Is Up For Rent In Gulshan 2, Nearby Central Mosjid",/en/property/details-2004552.html,120000.0
"2,500 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,"A 2500 Sq Ft Beautiful Apartment Is Up For Rent At Gulshan 2, Near Gulshan Park",/en/property/details-1999007.html,100000.0
"3,000 sqft",4,4,Apartment,Dhaka,Gulshan,Gulshan 2,"3000 Sq Ft Beautiful Apartment Is Available For Rent In Gulshan 2, Near Gulshan Azad Mosjid",/en/property/details-1998197.html,160000.0
"2,500 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,Check This Apartment Up For Rent At Gulshan 2 Near Gulshan Wasa Tank.,/en/property/details-1995332.html,100000.0
"1,950 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,"A Beautiful Apartment For Rent Is All Set For You In Gulshan 2, Nearby Hongkong And Shanghai Banking Corporation (hsbc)",/en/property/details-1989871.html,60000.0
"2,300 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 1,"An Apartment Is Ready For Rent At Gulshan, Near Prime Bank Limited",/en/property/details-1989130.html,60000.0
"2,700 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 1,For Rental purpose 2700 SQ FT flat is now up to Rent in Gulshan close to Bank Alfalah Limited,/en/property/details-1986133.html,62000.0
"3,000 sqft",3,4,Apartment,Dhaka,Gulshan,Gulshan 1,"Check This Apartment Up For Rent At Gulshan 1, Near To United Commercial Bank Limited.",/en/property/details-1985403.html,90000.0
"2,500 sqft",3,3,Apartment,Dhaka,Gulshan,Gulshan 2,See This Apartment Up For Rent In Gulshan Near Embassy Of North Korea,/en/property/details-1983972.html,60000.0
"1,800 sqft",3,4,Apartment,Dhaka,Gulshan,Gulshan 2,See This Apartment Up For Rent In Gulshan Near Scholastica School Gulshan,/en/property/details-1981820.html,90000.0
