dimensions,num_beds,num_baths,house_type,city,location,area_block,description,url,price
500 sqft,2,1,Apartment,Dhaka,Mirpur,Middle Paikpara,"500 Sq Ft Flat For Rent In Mirpur, Middle Paikpara With Wonderful Residential Attributes",/en/property/details-4551653.html,6500.0
600 sqft,2,1,Apartment,Dhaka,Mirpur,West Kazipara,Feel The Satisfactory Environment Of This Area By Renting This Flat Of 600 Sq Ft,/en/property/details-4807464.html,9000.0
650 sqft,2,1,Apartment,Dhaka,Mirpur,West Kazipara,"Live With Pleasure In This 650 Sq Ft Nice Flat For Rent In Mirpur, West Kazipara",/en/property/details-4807467.html,10000.0
700 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,"Accomplish Your Goal Of Renting A Cozy 700 Sq Ft Flat In Mirpur, Pirerbag",/en/property/details-4958768.html,10000.0
900 sqft,2,2,Apartment,Dhaka,Mirpur,West Kazipara,"Relish Your Days In This Cozy 900 Sq Ft Flat, Ready To Rent In Mirpur, West Kazipara",/en/property/details-5316841.html,15000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,West Kazipara,"Decorate Your Cozy Home Of 650 Sq Ft, For Your Tranquil Living In Mirpur",/en/property/details-5316833.html,10000.0
950 sqft,3,2,Apartment,Dhaka,Mirpur,West Shewrapara,Hold On To This 950 Square Feet Apartment For Rent In A Lively Place Like Mirpur,/en/property/details-5387688.html,13000.0
950 sqft,3,2,Apartment,Dhaka,Mirpur,West Shewrapara,"If You Are Passionate Enough About Renting A Budget Friendly Home In Mirpur, Verify This 950 Sq Ft Flat",/en/property/details-5387689.html,13000.0
950 sqft,3,2,Apartment,Dhaka,Mirpur,West Shewrapara,Make Change In Your Lifestyle By Renting This Modern Flat Of 950 Square Feet In Mirpur,/en/property/details-5387692.html,13000.0
950 sqft,3,2,Apartment,Dhaka,Mirpur,West Shewrapara,"Plan To Shift In This 950 Square Feet Apartment For Rent, In Mirpur, West Shewrapara",/en/property/details-5387693.html,13000.0
950 sqft,3,2,Apartment,Dhaka,Mirpur,West Shewrapara,"Define Your Home Taste By Renting This Residence Of 950 Sq Ft At Wasa Road, West Shewrapara",/en/property/details-5387685.html,13000.0
875 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,Excellent Flat Of 875 Sq Ft Is All Set For Rent In The Fine Location Of Pirerbag,/en/property/details-3770495.html,14000.0
875 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,"At Kamal Sarani, This 2 Bedroom Home Of 875 Sq Ft Is Up For Rent Near Alim Uddin High School",/en/property/details-3770494.html,14000.0
875 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,"This Residential Apartment Of 875 Sq Ft Is Available For Rent In Kamal Sarani, Pirerbag",/en/property/details-3770490.html,14000.0
700 sqft,2,2,Apartment,Dhaka,Mirpur,West Shewrapara,Available Residential Apartment Near To Haji Masjid-E-Baitul Haram Is Up For Rent At West Shewrapara.,/en/property/details-4393415.html,12000.0
"1,000 sqft",3,2,Apartment,Dhaka,Mirpur,Pallabi,"Now You Can Afford To Dwell Well, Check This 3 Bedroom Apartment At Block K, Pallabi Extension,",/en/property/details-3477540.html,14000.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Section 1,"1200 Sq Ft Cozy Flat For Rent In Tolarbag, Mirpur-1 With Impressive Features And Price.",/en/property/details-5318111.html,17000.0
900 sqft,2,2,Apartment,Dhaka,Mirpur,2nd Colony,"Find 900 Sq Ft Flat Available For Rent In Mirpur, 2nd Colony",/en/property/details-4403721.html,12500.0
"1,100 sqft",3,3,Apartment,Dhaka,Mirpur,Section 1,"This Flat Of 1100 Sq Ft Is Ready To Serve You With A Peaceful Environment At Tolarbag, Mirpur-1",/en/property/details-5372714.html,15000.0
600 sqft,2,2,Apartment,Dhaka,Mirpur,South Monipur,Focus On Renting A Cozy Home For Your Family Like This 600 Sq Ft Apartment In South Monipur,/en/property/details-3527243.html,7500.0
600 sqft,2,1,Apartment,Dhaka,Mirpur,Pirerbag,"An Adequate 600 Sq Ft Residential Apartment Is Up For Rent In The Center Of Janata Road, Middle Pirerbag.",/en/property/details-5161529.html,9000.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Section 1,"An Affordable 1200 Square Feet -3 Bedroom Apartment Is Up For Rent In Tolarbag, Very Next To National Heart Foundation Hospital.",/en/property/details-5318136.html,16000.0
900 sqft,2,2,Apartment,Dhaka,Mirpur,2nd Colony,"Grab This 900 Sq Ft Apartment For Rent In Mirpur, 2nd Colony Near Madina Masjid And Madrasa",/en/property/details-4403718.html,13000.0
"1,200 sqft",2,2,Apartment,Dhaka,Mirpur,Mirpur DOHS,This Residence With Satisfactory Price In Mirpur DOHS Is For Rent Will Ensure Your Higher Quality Of Living,/en/property/details-4122949.html,24000.0
"1,200 sqft",2,2,Apartment,Dhaka,Mirpur,Mirpur DOHS,Here Is A Ready Flat Of 1200 Sq Ft Waiting For Rent At Mirpur DOHS Nearby Central Mosque,/en/property/details-4122946.html,24000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,Middle Paikpara,"800 Sq Ft Residential Flat Is For Rent In Middle Paikpara, Shah Shaheb Nagar",/en/property/details-5018921.html,15000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"This 650 Sq Ft Apartment Is Ready For Rent In Mirpur, With Easy Availability Of Essential Home Affairs",/en/property/details-3745801.html,10000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"Mark This 650 Sq Ft Apartment For Rent, To Live A Life Full Of Ease At Mirpur-12",/en/property/details-5385104.html,11000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,Get Hold Of This 650 Sq Ft Apartment For Rent In Mirpur-12,/en/property/details-5385107.html,11000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,The Aspects Of This 650 Sq Ft Apartment Is Ready To Satisfy Your Homely Desires,/en/property/details-3709806.html,11000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,650 Sq Ft Lovely Apartment Is Ready For Rent In Mirpur-12,/en/property/details-3443550.html,12000.0
600 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,For renting 600 Square feet home is available in Pirerbag,/en/property/details-4652652.html,9500.0
600 sqft,2,1,Apartment,Dhaka,Mirpur,Pirerbag,Be the resident of this 600 SQ FT flat vacant for rent at Pirerbag,/en/property/details-4799276.html,8500.0
700 sqft,2,2,Apartment,Dhaka,Mirpur,Section 2,A 700 Sq Ft Residence At Mirpur 2 Adjacent To National Housing Apartment Is Going To Be Rented,/en/property/details-2066600.html,11000.0
"1,050 sqft",3,2,Apartment,Dhaka,Mirpur,Section 12,A well sized 1050 SQ FT apartment is available for rent at Mirpur 12,/en/property/details-3143850.html,18000.0
"1,050 sqft",3,2,Apartment,Dhaka,Mirpur,Section 12,"Located at Mirpur 12, 1050 SQ FT residential flat is quite accessible for owning",/en/property/details-3143839.html,18000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,Middle Paikpara,"800 Sq Ft Flat For Rent In Mirpur, Giving You A Vibrant Locality To Reside By",/en/property/details-4538170.html,13000.0
700 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,This reasonable 700 SQ FT residential home is ready for rent at Pirerbag,/en/property/details-4799283.html,11000.0
700 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,"A worthwhile 700 SQ FT residential home is ready for rent at Pirerbag, Mirpur",/en/property/details-4799282.html,11000.0
"1,100 sqft",3,3,Apartment,Dhaka,Mirpur,Middle Paikpara,Days Would Be Better Now In Your High-rise 3 Bedroom Apartment At Shah Shaheb Nagar With Golden Dawns And Lilac Dusks.,/en/property/details-5163185.html,18500.0
550 sqft,2,1,Apartment,Dhaka,Mirpur,Pirerbag,A very beautiful 550 SQ FT flat is now available for rent in Pirerbag,/en/property/details-4654801.html,8500.0
600 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,This suitable 600 SQ FT residential flat is waiting to get rented at Jhilpar,/en/property/details-4652653.html,9500.0
"1,450 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,This suitable 1450 SQ FT residential flat is waiting to get rented at Pirerbag,/en/property/details-4654753.html,18000.0
"1,100 sqft",3,3,Apartment,Dhaka,Mirpur,Section 10,Make Your Lifestyle Easier In This 1100 Sq Ft Flat Ready To Rent In Mirpur-10,/en/property/details-4438195.html,16000.0
"1,100 sqft",3,3,Apartment,Dhaka,Mirpur,Section 10,Create Your Peaceful Lifestyle In This 1100 Sq Ft Flat Ready To Rent,/en/property/details-4438199.html,17000.0
"1,150 sqft",3,3,Apartment,Dhaka,Mirpur,Pallabi,A very reasonable 1150 SQ FT residential home is up for rent located at Pallabi,/en/property/details-3656781.html,20000.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,This 1200 Sq Ft Apartment Is Assuring You A Peaceful Environment To Reside By In Middle Pirerbag,/en/property/details-4652646.html,18000.0
850 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,850 Sq Ft The Perfect Home For A Cozy Living Is All Set For You To Rent In Middle Pirerbag,/en/property/details-4890626.html,11500.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,Be the dweller of this lovely 1200 SQ FT residential property vacant for rent at Pirerbag,/en/property/details-4999521.html,20000.0
"1,250 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,Be the dweller of this 1250 SQ FT residential home vacant for rent at Pirerbag,/en/property/details-4999531.html,20000.0
"1,150 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,Be the dweller of this 1150 SQ FT residential home vacant for rent at Pirerbag,/en/property/details-5178522.html,17000.0
"1,050 sqft",3,2,Apartment,Dhaka,Mirpur,Section 10,An Unique Flat Of 1050 Sq Ft Is Ready To Rent In Mirpur-10,/en/property/details-3936707.html,16000.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Section 1,Bright And Cozy Apartment Featuring 1200 Sq Ft Space Is Up For Rent In Tolarbag,/en/property/details-5372730.html,16000.0
"1,050 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,"Modernize Your Lifestyle By Renting A 1050 Sq Ft Flat In Mirpur, Pirerbag",/en/property/details-4988413.html,15000.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Section 1,Ready convenient flat of 1200 SQ FT is up for rent in Tolarbag,/en/property/details-5372724.html,16000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,Middle Paikpara,View This 800 Square Feet Residential Apartment For Rent In Middle Paikpara,/en/property/details-4555004.html,10500.0
"1,100 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,"A Cozy 1100 Sq Ft Flat With Quality Of Life Your Family Deserves, Is Up For Rent In South Pirerbag",/en/property/details-4988414.html,16000.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,Everything You Need In A Home Is All Right Here In This Flat Which Is Up For Rent Close To Alim Uddin High School .,/en/property/details-4999532.html,20000.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,Consider moving into this apartment of 1200 SQ FT in South Pirerbag for rent,/en/property/details-4999533.html,20000.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,"Bringing you a 1200 SQ FT home for rent, in Pirerbag",/en/property/details-4999511.html,20000.0
550 sqft,2,1,Apartment,Dhaka,Mirpur,Section 1,Beside To Government Bangla College At Anandanagar This 550 Square Feet Residential Apartment For Rent,/en/property/details-4455698.html,10000.0
700 sqft,2,2,Apartment,Dhaka,Mirpur,Section 1,"Desirable Apartment Of 700 Sq Ft Is Ready To Be Rented In Anandanagar, Mirpur 1.",/en/property/details-5370407.html,12000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,Middle Monipur,Properly Designed This 800 Sq Ft Apartment Is Now Up For Rent In Middle Monipur,/en/property/details-3415419.html,9000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,West Shewrapara,Live Permanently In A Good-looking 800 Sq Ft Property Located At West Shewrapara,/en/property/details-3359041.html,11000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,Section 10,Find Your Desired Apartment At This Ready 800 Sq Ft Flat For Rent At Senpara Parbata Ln,/en/property/details-3678224.html,14000.0
"1,000 sqft",3,3,Apartment,Dhaka,Mirpur,Pallabi,This Slender 3 Bedroom Flat At Pallabi Eastern Housing- Block C Meeting Your Residential Concerns Is The Perfect Home To You.,/en/property/details-4413916.html,18000.0
"1,100 sqft",3,3,Apartment,Dhaka,Mirpur,Section 1,See This Moderate 3 Bedroom Flat Is Available For Rent In Tolarbag. Near National Heart Foundation Hospital.,/en/property/details-5372723.html,16000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,Section 10,"Featuring A 2 Bedroom Apartment In Senpara Parbata Ln, Is Ready To Rent",/en/property/details-3709992.html,14000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,Ahmed Nagar,In Mirpur A Standard Flat Is For Rent Next To East Ahmed Nagar Daud Khan Mosjid,/en/property/details-3583459.html,10000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,Lovely Apartment Covering An Area Of 650 Sq Ft Is Up For Rent In Mirpur-12,/en/property/details-3026510.html,10000.0
550 sqft,1,1,Apartment,Dhaka,Mirpur,Pirerbag,Well Facilitated 550 Sq Ft Residence Is Ready For Rent In Middle Pirerbag,/en/property/details-5258360.html,8500.0
550 sqft,2,1,Apartment,Dhaka,Mirpur,Pirerbag,Get Ready To Rent This Ideally Maintained and Cozy 550 Sq Ft Apartment Located In South Pirerbag,/en/property/details-4369880.html,7000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"Get Ready To Rent This Ideally Maintained 650 Sq Ft Apartment Located In Mirpur-12, Block A",/en/property/details-3143055.html,12000.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,This 1200 Square Feet-3 Bedroom Flat In Middle Pirerbag For Rent Which Is Ready To Move In,/en/property/details-5304523.html,12000.0
"1,000 sqft",3,2,Apartment,Dhaka,Mirpur,Pirerbag,"3 Bedroom, 2 Bathroom Apartment With A View Is Up For Rent Nearby Alim Uddin High School At Middle Pirerbag.",/en/property/details-4950218.html,12000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,Section 10,"Ready For Move In Check This 800 Sq Ft Home At Senpara Parbata, Mirpur-10",/en/property/details-3619697.html,14000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,Ahmed Nagar,"An Affordable 800 Sq. Ft Apartment Is Up For Rent In Mirpur , Very Next To East Ahmed Nagar Baitul Ekram Masjid",/en/property/details-3583467.html,10000.0
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 12,"Built With Modern Amenities, Check This 650 Sq Ft Flat For Rent In Section 12, Mirpur",/en/property/details-3402603.html,12000.0
"1,500 sqft",3,3,Apartment,Dhaka,Mirpur,Section 6,View This 1500 Sq Ft Apartment For Rent In Mirpur-6,/en/property/details-3687432.html,30000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 6,650 SQ FT nice and fine flat is now for rent in Mirpur 6,/en/property/details-3680526.html,16000.0
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,West Shewrapara,A well sized 1100 SQ FT residential home is available for rent at West Shewrapara,/en/property/details-4374119.html,16000.0
"1,440 sqft",3,4,Apartment,Dhaka,Mirpur,Section 7,Make your residence in a 1440 SQ FT rental home at Mirpur,/en/property/details-5343622.html,22000.0
"1,420 sqft",3,3,Apartment,Dhaka,Mirpur,Section 7,Make your residence in a 1420 SQ FT rental home at Mirpur 7,/en/property/details-5331766.html,22000.0
600 sqft,2,2,Apartment,Dhaka,Mirpur,Ahmed Nagar,"600 Sq Ft Vacant Flat For Rent In Mirpur, Ahmed Nagar",/en/property/details-3699161.html,12000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,We Are Ready To Implore Your Mind To Rent This 1600 Sq Ft Flat With Amazing Features In Mirpur-12,/en/property/details-5351779.html,30000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,"This 1600 Sq Ft Apartment Is Encouraging Enough With Its Nicely Designed Fittings, For Rent",/en/property/details-5351790.html,30000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,We Are Recommending You To Rent This 1600 Sq Ft Apartment In Mirpur-12,/en/property/details-5351806.html,30000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,Support Your Goal Of Renting A Nice And Affordable Flat Of 1600 Sq Ft In Mirpur-12,/en/property/details-5351827.html,30000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,Make Your Family Content By Renting This 1600 Sq Ft Apartment With Nice Room Plans,/en/property/details-5366753.html,30000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,Treat Your Soul Peacefully By Living In This Soothing Home Of 1600 Sq Ft,/en/property/details-5366763.html,30000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,"1600 Sq Ft Apartment Is Ready For Your Visit, Followed By Your Decision Of Renting It In Mirpur-12",/en/property/details-5366773.html,30000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,"Call On This 1600 Sq Ft Apartment Ready For Rent In Mirpur-12, Shwapnonagar Housing Society",/en/property/details-5366775.html,30000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,Turn Your Days Vibrant By Renting This 1600 Sq Ft Apartment In Mirpur,/en/property/details-5366778.html,31000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,Utilize The Wonderful Characteristics Of This 1600 Sq Ft Apartment Ready For Rent,/en/property/details-5366780.html,30000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,"Spot This Home Of 1600 Sq Ft Right In Mirpur-12, For Rent",/en/property/details-5366792.html,28000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,Make Use Of This 1600 Sq Ft Apartment With All The Amazing Dwelling Features Ready For Rent In Mirpur-12,/en/property/details-5366795.html,30000.0
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,Construct Your Memorable Days With Your Family In This 1600 Sq Ft Apartment,/en/property/details-5366800.html,29000.0
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 2,A 650 SQ FT very reasonable medium flat is available for rent at Borobag,/en/property/details-4229258.html,9000.0
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 2,Be the awaited tenant of a 650 SQ FT residential flat waiting to get rented at Borobag,/en/property/details-4229255.html,9000.0
550 sqft,2,1,Apartment,Dhaka,Mirpur,Section 1,Be the awaited tenant of a 550 SQ FT residential flat waiting to get rented at North Bishil,/en/property/details-4047620.html,9000.0
600 sqft,2,2,Apartment,Dhaka,Mirpur,Section 10,Be the tenant of a 600 SQ FT residential flat waiting to get rented at Mirpur 10,/en/property/details-3699121.html,11000.0
600 sqft,2,1,Apartment,Dhaka,Mirpur,Section 13,Consider Renting This 600 Sq Ft Apartment If You Are Seeking For An Affordable Home In Mirpur-13,/en/property/details-3730869.html,13000.0
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 10,Get this 650 SQ FT residential flat vacant for rent at Senpara Parbata,/en/property/details-4860460.html,12000.0
650 sqft,1,1,Apartment,Dhaka,Mirpur,Section 2,Evolve Your Lifestyle In This 650 Sq Ft Flat Up For Rent In Mirpur-2,/en/property/details-5379432.html,10000.0
600 sqft,2,2,Apartment,Dhaka,Mirpur,West Shewrapara,600 SQ FT residential apartment is prepared to get rented at West Shewrapara,/en/property/details-4358647.html,8500.0
700 sqft,2,2,Apartment,Dhaka,Mirpur,Section 10,700 Sq Ft Flat Is Casting Beneficial Residential Features In Mirpur-10,/en/property/details-3970292.html,15000.0
500 sqft,1,1,Apartment,Dhaka,Mirpur,Section 10,A 500 SQ FT very reasonable medium flat is available for rent at Senpara Parbata,/en/property/details-5134965.html,10000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 1,A well-featured rental 650 SQ FT home is ready for you to own at Mirpur 1,/en/property/details-5378628.html,15000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"A Budget-friendly Lovely Residence Is Now Up For Rent In Mirpur, Section 12, Which Is 650 Sq Ft",/en/property/details-5378939.html,15000.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,1200 Sq Ft Flat Is Ready To Rent In A Location Of Mirpur With A Good Neighborhood,/en/property/details-5057340.html,15000.0
"1,100 sqft",3,3,Apartment,Dhaka,Mirpur,South Monipur,"Make This Home Yours By Renting It In Mirpur, South Monipur",/en/property/details-3365787.html,15000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,South Monipur,Seize The Opportunity To Rent This Wonderful 800 Sq Ft In South Monipur,/en/property/details-3427991.html,10000.0
"1,300 sqft",3,4,Apartment,Dhaka,Mirpur,Pallabi,This Residence With Satisfactory Price In Pallabi Is For Rent Will Ensure Your Higher Quality Of Living,/en/property/details-5353014.html,21000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Pallabi,"Budget-friendly Lovely Residence Is Now Up For Rent In Arambag Residential Area, Which Is 650 Sq Ft",/en/property/details-5353026.html,12000.0
"1,200 sqft",3,3,Apartment,Dhaka,Mirpur,Pallabi,"With An Awesome Environment A 1200 Sq Ft Flat Is Vacant For Rent In Arambag Residential Area, Pallabi",/en/property/details-4392949.html,20000.0
"1,050 sqft",3,2,Apartment,Dhaka,Mirpur,Pirerbag,With An Awesome Environment A 1050 Sq Ft Flat Is Vacant For Rent In Middle Pirerbag Close To Pirerbag Central Jame Masjid,/en/property/details-4570170.html,15000.0
"1,100 sqft",3,3,Apartment,Dhaka,Mirpur,West Monipur,In The Beautiful Neighborhood Of West Monipur Next To Kuwaiti Masjid A Flat Is Up For Rent,/en/property/details-3368122.html,14500.0
700 sqft,2,2,Apartment,Dhaka,Mirpur,Section 2,"Serene 2 Bedroom Apartment Is Up For Rent In Borobag, Mirpur -2.",/en/property/details-4781627.html,12000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 1,Nice-looking Flat Is Up For Rent In Mirpur Section 1.,/en/property/details-5378629.html,15000.0
700 sqft,2,2,Apartment,Dhaka,Mirpur,Section 1,At South Bishil A Nice 700 Square Feet-2 Bedroom Flat Up For Rent.,/en/property/details-4231724.html,16000.0
600 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,An Adequate Residence Is Up For Rent In West Pirerbag With Satisfactory Price,/en/property/details-5377859.html,8500.0
850 sqft,2,2,Apartment,Dhaka,Mirpur,Section 10,We Are Happy To Present This Modern 850 Sq Ft Apartment In Mirpur Sec -10,/en/property/details-3321442.html,18000.0
"1,150 sqft",3,3,Apartment,Dhaka,Mirpur,Section 2,"In Boshoty Housing, Borobag A 1150 Sq Ft Flat Is Available For Rent",/en/property/details-5377915.html,21000.0
"1,150 sqft",3,3,Apartment,Dhaka,Mirpur,Section 2,"Celebrate Life Each Day In Your New Apartment Of 1150 Sq Ft At Boshoty Housing , Borobag With Your Beloved Family.",/en/property/details-5377916.html,21000.0
650 sqft,2,2,Apartment,Dhaka,Mirpur,Pallabi,For renting 650 Square feet home is available in Pallabi,/en/property/details-3674376.html,11000.0
950 sqft,3,2,Apartment,Dhaka,Mirpur,Pirerbag,This 950 Sq. Ft Convenient Flat Is For Rent In Pirerbag Beside To Belatunessa Jame Moshjid,/en/property/details-4991509.html,13000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,Section 1,Grow Your Home In This 800 Sq Ft -2 Bedroom Apartment At Anandanagar Mingled With Your Interest In This Bustling City.,/en/property/details-5370404.html,13000.0
750 sqft,2,2,Apartment,Dhaka,Mirpur,West Shewrapara,Grow Your Home In This 750 Sq Ft Apartment Near East West International School Mingled With Your Interest In This Bustling City.,/en/property/details-4358497.html,11000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,West Shewrapara,Express Your Individuality At This 800 Sq. ft Apartment Which Is Vacant For Rent In The Location Of West Shewrapara.,/en/property/details-4358496.html,12000.0
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 2,A Ready 650 Sq. ft Apartment For Rent In Borobag Beside To Mirpur College.,/en/property/details-5376902.html,11500.0
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 2,650 Sq. Ft Flat For Rent Covering A Beautiful Area In Borobag Nearby Mirpur College,/en/property/details-5376903.html,11500.0
600 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,In An Urban Location This 2 Bedroom Home Is Vacant For Rent In North Pirerbag.,/en/property/details-4855240.html,8000.0
500 sqft,2,1,Apartment,Dhaka,Mirpur,East Monipur,At East Monipur A 500 Sq Ft Apartment Is Available For Rent Near Baitul Aman Jame Masjid,/en/property/details-4902322.html,8000.0
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 2,A proper 650 SQ FT residence is prepared to be rented at Borobag,/en/property/details-5376900.html,11500.0
450 sqft,1,1,Apartment,Dhaka,Mirpur,Section 2,"Grab This Lovely Flat Of 450 Sq Ft Which Is Up For Rent In Borobag, Mirpur 2",/en/property/details-4824788.html,9500.0
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 2,Make your residence in a 650 SQ FT rental flat at Borobag,/en/property/details-5376901.html,11500.0
"1,100 sqft",3,3,Apartment,Dhaka,Mirpur,2nd Colony,"In An Urban Location And Reasonable Price, This 3 Bedroom Flat Is Available For Rent In Bordonbari, Mirpur.",/en/property/details-4399027.html,15000.0
"1,000 sqft",3,2,Apartment,Dhaka,Mirpur,Section 1,"Get This Well Defined 1000 Sq Ft Flat For Rent In Tolarbag, Mirpur-1",/en/property/details-5376254.html,14000.0
875 sqft,2,2,Apartment,Dhaka,Mirpur,Section 10,2 Bedroom Adequate Living Flat Is Up For Rent In Senpara Parbata With Satisfactory Price,/en/property/details-4470044.html,15000.0
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,Section 1,"Start Your New Home, In This Comfortable 1100 Sq. Ft Flat Which Is Up For Rent In Tolarbag, Mirpur .",/en/property/details-5376250.html,15000.0
600 sqft,1,1,Apartment,Dhaka,Mirpur,Section 10,Seize The Opportunity To Rent This Wonderful 600 Sq Ft In Senpara Parbata Ln,/en/property/details-3407545.html,10500.0
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,Section 1,See This Comfortable 1100 Sq. Ft Flat Is Available For Rent In Tolarbag. And This Is Just What You Are Looking For In A Home!,/en/property/details-5376253.html,15000.0
"1,000 sqft",3,2,Apartment,Dhaka,Mirpur,Section 1,"When Location, And Convenience Is Your Priority This 1000 Sq. Ft Flat Is For You In Tolarbag.",/en/property/details-5376251.html,14000.0
800 sqft,2,2,Apartment,Dhaka,Mirpur,Section 1,Looking For A Nice Home To Rent In Tolarbag? Check This One Which Is 800 Sq Ft,/en/property/details-3207668.html,14000.0
700 sqft,3,2,Apartment,Dhaka,Mirpur,Shah Ali Bag,Affordable Lovely Apartment Of 2 Bedroom For Rent At Shah Ali Bag,/en/property/details-5374618.html,13000.0
700 sqft,2,2,Apartment,Dhaka,Mirpur,Shah Ali Bag,Modern Designed Apartment 0f 700 Sq Ft Is Up For Rent In Shah Ali Bag,/en/property/details-5374619.html,12000.0
"1,050 sqft",2,2,Apartment,Dhaka,Mirpur,Pirerbag,Properly Defined Living Space Of 1050 Sq Ft Is Now Up For Rent In South Pirerbag,/en/property/details-4982760.html,11000.0
"1,260 sqft",3,3,Apartment,Dhaka,Mirpur,Pirerbag,"Comfy Home Is Vacant For Rent Now In Middle Pirerbag, Featuring 1260 Sq Ft Space",/en/property/details-4951527.html,20000.0
