dimensions,num_beds,num_baths,house_type,city,location,area_block,description,url,price
"1,000 sqft",3,2,Apartment,Dhaka,Uttara,Sector 12,1000 SQ FT flat is now to rent in Uttara near to Uttara Police Station,/en/property/details-2009119.html,20000.0
900 sqft,2,2,Apartment,Dhaka,Uttara,Sector 11,In The Beautiful Neighborhood In Uttara A Flat Is Up For Rent,/en/property/details-2010895.html,18000.0
850 sqft,2,2,Apartment,Dhaka,Uttara,Sector 13,A Ready Flat Is Available For Rent At Uttara Nearby Rajuk Uttara Ideal High School.,/en/property/details-2010448.html,17000.0
"1,985 sqft",3,4,Apartment,Dhaka,Uttara,Sector 10,1985 Sq. Ft. Budget Friendly Flat Is Up For Rent In Uttara Near Trust Bank Limited | Atm Booth,/en/property/details-2010356.html,50000.0
900 sqft,2,2,Apartment,Dhaka,Uttara,Sector 11,Well Developed Flat Is Up For Rent In Uttara Nearby Uttara Sector 11 Park,/en/property/details-2009905.html,16500.0
"1,000 sqft",2,2,Apartment,Dhaka,Uttara,Sector 13,Visit This Apartment For Rent In Uttara Near Shanto-mariam University.,/en/property/details-2009553.html,16000.0
"1,500 sqft",3,4,Apartment,Dhaka,Uttara,Sector 13,"1500 Sq Ft An Apartment Is Ready For Rent At Uttara, Near Shanto-mariam University.",/en/property/details-2009547.html,30000.0
"1,300 sqft",3,3,Apartment,Dhaka,Uttara,Sector 10,A well-constructed 1300 SQ FT flat is ready to Rent in Uttara close to Uttara Thana,/en/property/details-2009475.html,18000.0
900 sqft,2,2,Apartment,Dhaka,Uttara,Sector 12,Nice 900 SQ FT flat is available to Rent in Uttara close to City Bank,/en/property/details-2009128.html,14500.0
"2,200 sqft",3,4,Apartment,Dhaka,Uttara,Sector 13,Apartment Of 4 Bedroom Is For Rent In Uttara Nearby Uttara Thana,/en/property/details-2008593.html,60000.0
"1,650 sqft",3,3,Apartment,Dhaka,Uttara,Sector 13,Comfortable And Nicely Planned Flat In Uttara For Rent Nearby Uttara High School And College,/en/property/details-2008603.html,25000.0
900 sqft,2,2,Apartment,Dhaka,Uttara,Sector 11,Grab This Lovely Flat For Rent In Uttara Near Uttara West Police Station Before It's Rented Out.,/en/property/details-2008248.html,17000.0
"1,850 sqft",3,4,Apartment,Dhaka,Uttara,Sector 7,1850 Sq Ft An Elegant Flat Is Available For Rent In Uttara Nearby Uttara High School And College,/en/property/details-2008270.html,50000.0
"1,750 sqft",3,4,Apartment,Dhaka,Uttara,Sector 7,Amazing Flat Including 3 Bedroom Are Up For Rent In Uttara Near Uttara High School And College,/en/property/details-2008272.html,50000.0
"1,540 sqft",3,4,Apartment,Dhaka,Uttara,Sector 3,For rental purpose 1540 Square feet flat is available in Uttara near to Uttara Park,/en/property/details-2007518.html,35000.0
