dimensions,num_beds,num_baths,house_type,city,location,area_block,description,url,price,unique_id
"1,250 sqft",3,3,Apartment,Dhaka,Mirpur,Section 10,Ready flat 1250 SQ FT is now to Rent in Senpara Parbata,https://www.bproperty.com/en/property/details-2069927.html,18000.0,2069927
900 sqft,3,2,Apartment,Dhaka,Mirpur,Section 12,Ready flat 900 SQ FT is now to Rent in Mirpur 12,https://www.bproperty.com/en/property/details-2069908.html,13000.0,2069908
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 1,A 650 Square Feet Apartment For Rent In Mirpur-1.,https://www.bproperty.com/en/property/details-2069738.html,12000.0,2069738
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"Start Your New Home, In This Flat For Rent In Mirpur Close To Kalshi Jame Masjid",https://www.bproperty.com/en/property/details-2069813.html,10000.0,2069813
800 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,Worthy 800 SQ FT Nice Residential Apartment is ready to Rent at Pirerbag,https://www.bproperty.com/en/property/details-2069384.html,9000.0,2069384
600 sqft,1,1,Apartment,Dhaka,Mirpur,Pirerbag,Worthy 600 SQ FT Nice Residential Apartment is ready to Rent at Pirerbag,https://www.bproperty.com/en/property/details-2069372.html,8000.0,2069372
750 sqft,2,2,Apartment,Dhaka,Mirpur,Middle Monipur,An Apartment Of 750 Sq Ft Is Waiting For Rent At Middle Monipur,https://www.bproperty.com/en/property/details-2069546.html,10000.0,2069546
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"2 Bedroom Residence Is Up For Rent At Section 12, Mirpur",https://www.bproperty.com/en/property/details-2069592.html,9000.0,2069592
600 sqft,2,1,Apartment,Dhaka,Mirpur,East Monipur,Reasonably Priced Residential Flat Is Ready For Track Down In Monipur For Rent,https://www.bproperty.com/en/property/details-2069550.html,9000.0,2069550
700 sqft,2,1,Apartment,Dhaka,Mirpur,East Monipur,"A 700 Sq Ft Home Is Available For Rent At East Monipur, With An Affordable Deal",https://www.bproperty.com/en/property/details-2069547.html,8000.0,2069547
800 sqft,2,2,Apartment,Dhaka,Mirpur,East Monipur,Wonderful Flat Covering An Area Of 800 Sq Ft Is Available For Rent In East Monipur,https://www.bproperty.com/en/property/details-2069543.html,13000.0,2069543
800 sqft,2,2,Apartment,Dhaka,Mirpur,Section 6,"In Mirpur -6 , 800 Sq/ft Medium Size Apartment Is Now Available For Rent",https://www.bproperty.com/en/property/details-2068380.html,15000.0,2068380
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,Offering you beautiful 650 SQ FT apartment to Rent in Mirpur 12,https://www.bproperty.com/en/property/details-2069094.html,9500.0,2069094
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 10,Offering you beautiful 650 SQ FT apartment to Rent in Mirpur 10,https://www.bproperty.com/en/property/details-2069093.html,12000.0,2069093
"1,700 sqft",3,3,Apartment,Dhaka,Mirpur,Kallyanpur,Ready 1700 SQ FT apartment is now to Rent in South Kallyanpur,https://www.bproperty.com/en/property/details-2069157.html,17000.0,2069157
"1,500 sqft",3,3,Apartment,Dhaka,Mirpur,Kallyanpur,Ready 1500 SQ FT apartment is now to Rent in Kallyanpur,https://www.bproperty.com/en/property/details-2069158.html,17000.0,2069158
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,A Residential Space Which Is Near To Takwa Rent-a-car &amp; Driving School For Rent In Mirpur 12,https://www.bproperty.com/en/property/details-2069057.html,9000.0,2069057
"1,100 sqft",3,3,Apartment,Dhaka,Mirpur,West Shewrapara,A Nice And Comfortable 1100 Sq Ft Flat Is Up For Rent In West Shewrapara,https://www.bproperty.com/en/property/details-2069005.html,15000.0,2069005
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 1,"Make This Residential Property For Your Next Residing Location, Which Is Up For Rent In Mirpur 1",https://www.bproperty.com/en/property/details-2068888.html,11000.0,2068888
700 sqft,2,2,Apartment,Dhaka,Mirpur,Section 1,Beautiful 700 SQ FT flat is available to Rent in Mirpur 1,https://www.bproperty.com/en/property/details-2068904.html,10500.0,2068904
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,Mirpur DOHS,1100 SQ FT Nice Residential Apartment is ready to rent at Mirpur DOHS,https://www.bproperty.com/en/property/details-2068875.html,24000.0,2068875
600 sqft,2,1,Apartment,Dhaka,Mirpur,Section 1,600 SQ FT Nice Residential Apartment is ready to rent at Mirpur 1,https://www.bproperty.com/en/property/details-2068859.html,8500.0,2068859
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 12,"Reside Conveniently In This Well Constructed 2 Bedroom Flat For Rent In Mirpur-12 , Near Mirpur General Hospital &amp; Diagnostic Centre",https://www.bproperty.com/en/property/details-2068886.html,9000.0,2068886
"1,020 sqft",3,3,Apartment,Dhaka,Mirpur,2nd Colony,"Nice 1020 SQ FT apartment is available to Rent in Mirpur, 2nd Colony",https://www.bproperty.com/en/property/details-2068563.html,14000.0,2068563
800 sqft,2,2,Apartment,Dhaka,Mirpur,Section 6,This 2 Bedroom Home In Mirpur -6 Is Up For Rent In A Wonderful Neighborhood,https://www.bproperty.com/en/property/details-2068376.html,15000.0,2068376
"1,060 sqft",3,2,Apartment,Dhaka,Mirpur,Pirerbag,1060 Sq. Ft Flat For Rent In The Location Of Pirerbag Close To Pirerbag Central Jame Mosjid,https://www.bproperty.com/en/property/details-2068537.html,12000.0,2068537
700 sqft,2,2,Apartment,Dhaka,Mirpur,North Kazipara,Well Developed And Nicely Planned 700 Sq Ft Flat Is Up For Rent In North Kazipara,https://www.bproperty.com/en/property/details-2068426.html,11000.0,2068426
500 sqft,2,1,Apartment,Dhaka,Mirpur,Section 2,"500 Square Feet Apartment For Rent In Rainkhola , Mirpur",https://www.bproperty.com/en/property/details-2068286.html,11000.0,2068286
750 sqft,2,2,Apartment,Dhaka,Mirpur,North Kazipara,Worthy 750 SQ FT Beautiful Residential Apartment is ready to Rent at North Kazipara,https://www.bproperty.com/en/property/details-2068427.html,13000.0,2068427
700 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"A Residential Property For Rent Is In Block D, Mirpur 12",https://www.bproperty.com/en/property/details-2068128.html,10000.0,2068128
500 sqft,2,1,Apartment,Dhaka,Mirpur,1st Colony,"Convenient And Well-constructed 500 Sq Ft Flat Is Ready For Rent At Mazar Road, Mirpur",https://www.bproperty.com/en/property/details-2067824.html,10000.0,2067824
"2,200 sqft",3,4,Apartment,Dhaka,Mirpur,Mirpur DOHS,Reside Conveniently In This Well Constructed Flat For Rent In The Location Of Mirpur DOHS.,https://www.bproperty.com/en/property/details-2067650.html,40000.0,2067650
750 sqft,2,2,Apartment,Dhaka,Mirpur,West Shewrapara,A Reasonable 750 Sq Ft Residential Apartment Is Up For Rent In The Center Of West Shewrapara,https://www.bproperty.com/en/property/details-2067553.html,10000.0,2067553
600 sqft,2,1,Apartment,Dhaka,Mirpur,Section 11,Plan to move in this 600 SQ FT flat which is up to Rent in Mirpur 11,https://www.bproperty.com/en/property/details-2067498.html,8000.0,2067498
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 10,"A Residential Space Is For Family For Rent At Block A, Mirpur 10",https://www.bproperty.com/en/property/details-2067458.html,12000.0,2067458
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,Get This 650 Sq Ft Wonderful Flat In Mirpur 12 Is Available For Rent,https://www.bproperty.com/en/property/details-2067427.html,10000.0,2067427
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"Make this 650 SQ FT apartment your next residing location, which is up to Rent in Mirpur 12",https://www.bproperty.com/en/property/details-2067450.html,10000.0,2067450
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"A Residence Is Waiting For Rent At Mirpur 12, Block D",https://www.bproperty.com/en/property/details-2067376.html,9000.0,2067376
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,A Reasonable 650 Sq. Ft And 2 Bedroom Flat Is Available For Rent In Mirpur-12.,https://www.bproperty.com/en/property/details-2067395.html,10000.0,2067395
800 sqft,2,2,Apartment,Dhaka,Mirpur,West Shewrapara,Reasonable 800 SQ FT flat is available to Rent in West Shewrapara,https://www.bproperty.com/en/property/details-2067168.html,11000.0,2067168
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"Completely Suitable Residence For Rent In Section 12, Mirpur",https://www.bproperty.com/en/property/details-2067360.html,9000.0,2067360
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"Residence For Rent Covering A Beautiful Area In Mirpur, Section 12",https://www.bproperty.com/en/property/details-2067361.html,10500.0,2067361
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"Choose your destination, 650 SQ FT apartment which is available to Rent in Mirpur 12",https://www.bproperty.com/en/property/details-2067355.html,10000.0,2067355
600 sqft,2,1,Apartment,Dhaka,Mirpur,West Shewrapara,"Make This Home For Your Next Residing Location, Which Is Up For Rent In Mirpur, West Shewrapara",https://www.bproperty.com/en/property/details-2067175.html,9500.0,2067175
"1,000 sqft",3,2,Apartment,Dhaka,Mirpur,Section 1,"A 1000 Sq Ft Tip Top Flat Is Available For Rent In Mirpur 1, Shah Ali Bag",https://www.bproperty.com/en/property/details-2066899.html,12000.0,2066899
"1,350 sqft",3,3,Apartment,Dhaka,Mirpur,Section 1,Visit This 1350 Sq Ft And Three Bedroom Apartment For Rent In Mirpur 1,https://www.bproperty.com/en/property/details-2066900.html,16000.0,2066900
"1,350 sqft",3,3,Apartment,Dhaka,Mirpur,Section 1,Residential 1350 Sq Ft Apartment For Rent Is Near Mirpur Government High School In Mirpur 1,https://www.bproperty.com/en/property/details-2066910.html,16000.0,2066910
550 sqft,2,1,Apartment,Dhaka,Mirpur,1st Colony,"2 Bedroom, 1 Bathroom 1st Colony, Mirpur Flat With A View Is Up For Rent",https://www.bproperty.com/en/property/details-2066558.html,9000.0,2066558
"1,400 sqft",3,3,Apartment,Dhaka,Mirpur,Section 11,Find 1400 SQ FT flat available to Rent in Mirpur 11,https://www.bproperty.com/en/property/details-2066467.html,23000.0,2066467
"1,000 sqft",2,2,Apartment,Dhaka,Mirpur,East Kazipara,Residential 1000 Sq Ft Apartment For Rent Is Near Mother Care International School In Senpara Parbata Ln,https://www.bproperty.com/en/property/details-2066729.html,15000.0,2066729
"1,000 sqft",2,2,Apartment,Dhaka,Mirpur,East Kazipara,A 1000 Sq Ft Residence At East Kazipara Adjacent To Baitul Aman Jame Masjid Is Going To Be Rented,https://www.bproperty.com/en/property/details-2066730.html,15000.0,2066730
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 11,Wonderful Flat Which Is Available For Rent In Mirpur 11 Near By Kalshi Bus Stop.,https://www.bproperty.com/en/property/details-2066623.html,11000.0,2066623
600 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,Check This Flat In South Pirerbag Close To Alim Uddin High School For Rent Which Is Ready To Move In,https://www.bproperty.com/en/property/details-2066064.html,10000.0,2066064
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 10,"A Suitable Flat For You Waiting To Be Rented At Block A, Mirpur 10",https://www.bproperty.com/en/property/details-2066635.html,14000.0,2066635
600 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,This 600 Sq. Ft. Flat Is Up For Rent Near Baitun Nur Jame Masjid In South Pirerbag,https://www.bproperty.com/en/property/details-2066066.html,10000.0,2066066
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,West Shewrapara,An Apartment Of 1100 Sq Ft Is Waiting For Rent At West Shewrapara,https://www.bproperty.com/en/property/details-2066204.html,15000.0,2066204
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,West Shewrapara,This 1100 Sq Ft Flat Is Now Vacant To Rent In West Shewrapara,https://www.bproperty.com/en/property/details-2066203.html,15000.0,2066203
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,West Shewrapara,"At West Shewrapara, A 1100 Sq Ft Well Fitted Residential Property Is On Rent",https://www.bproperty.com/en/property/details-2066205.html,15000.0,2066205
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,West Shewrapara,Your Desired 3 Bedroom Home Is Ready To Rent In A Suitable Location Of West Shewrapara,https://www.bproperty.com/en/property/details-2066207.html,15000.0,2066207
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,West Shewrapara,"This 1100 Sq Ft Fabulous Apartment Could Be Your Write Choice For Rent, Located In West Shewrapara",https://www.bproperty.com/en/property/details-2066208.html,15000.0,2066208
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,West Shewrapara,Decent-sized Apartment Of 1100 Sq Ft Is Ready To Rent In West Shewrapara,https://www.bproperty.com/en/property/details-2066199.html,15000.0,2066199
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,West Shewrapara,An Excellent Apartment Of 1100 Sq Ft Is Waiting To Be Rented In West Shewrapara,https://www.bproperty.com/en/property/details-2066210.html,15000.0,2066210
800 sqft,2,2,Apartment,Dhaka,Mirpur,West Shewrapara,Affordable And Comfortable Flat Up For Rent In West Shewrapara Nearby Beltola Masjid,https://www.bproperty.com/en/property/details-2066549.html,10000.0,2066549
500 sqft,2,1,Apartment,Dhaka,Mirpur,Pirerbag,"In Middle Pirerbag, Residence Of 2 Bedroom And 1 Bathroom Is Up For Rent",https://www.bproperty.com/en/property/details-2066087.html,8500.0,2066087
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 13,Your Desirable Cozy Flat Of 650 Sq Ft Is Ready For Rent In Mirpur 13,https://www.bproperty.com/en/property/details-2066038.html,10500.0,2066038
"2,200 sqft",4,4,Apartment,Dhaka,Mirpur,Mirpur DOHS,2200 SQ FT apartment is now Vacant to rent in Mirpur,https://www.bproperty.com/en/property/details-2066174.html,30000.0,2066174
"2,200 sqft",4,4,Apartment,Dhaka,Mirpur,Mirpur DOHS,Experience The Ultimate Luxury Lifestyle Here In This Mirpur DOHS Home,https://www.bproperty.com/en/property/details-2066172.html,35000.0,2066172
"2,200 sqft",4,5,Apartment,Dhaka,Mirpur,Mirpur DOHS,A 2200 Sq. ft Spacious Mirpur DOHS Apartment Is Up For Rent.,https://www.bproperty.com/en/property/details-2066170.html,25000.0,2066170
"2,200 sqft",4,4,Apartment,Dhaka,Mirpur,Mirpur DOHS,Tastefully Designed This 2200 Sq. Ft Spacious Apartment Is Now Vacant For Rent In Mirpur DOHS.,https://www.bproperty.com/en/property/details-2066165.html,32000.0,2066165
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,West Shewrapara,Check This Fine Looking Flat Of 1100 Sq Ft Offered For Rent At West Shewrapara,https://www.bproperty.com/en/property/details-2066016.html,15000.0,2066016
"2,150 sqft",4,4,Apartment,Dhaka,Mirpur,Mirpur DOHS,For Rental purpose 2150 SQ FT apartment is now up to Rent in Mirpur DOHS,https://www.bproperty.com/en/property/details-2066220.html,35000.0,2066220
"2,200 sqft",4,4,Apartment,Dhaka,Mirpur,Mirpur DOHS,A Nice And Comfortable 2200 Sq Ft Flat Is Up For Rent In Mirpur DOHS,https://www.bproperty.com/en/property/details-2066171.html,32000.0,2066171
"2,150 sqft",4,4,Apartment,Dhaka,Mirpur,Mirpur DOHS,For Rental purpose 2150 SQ FT apartment is now up to Rent in Mirpur DOHS,https://www.bproperty.com/en/property/details-2066218.html,35000.0,2066218
"1,000 sqft",3,2,Apartment,Dhaka,Mirpur,East Monipur,"3 Bedroom Residential Space For Rent In Begum Rokeya Avenue,del Near Prime Bank Limited",https://www.bproperty.com/en/property/details-2065585.html,12500.0,2065585
"1,550 sqft",3,4,Apartment,Dhaka,Mirpur,East Monipur,Grab This Lovely 1550 Sq Ft Residential Space For Rent In East Monipur Before It's Rented Out,https://www.bproperty.com/en/property/details-2065589.html,25000.0,2065589
800 sqft,2,2,Apartment,Dhaka,Mirpur,East Monipur,Visit This Residential Space For Rent In East Monipur Near Baitul Aman Jame Masjid,https://www.bproperty.com/en/property/details-2065590.html,12000.0,2065590
700 sqft,2,2,Apartment,Dhaka,Mirpur,3rd Colony,"Visit This 700 Sq Ft Flat For Rent In 3rd Colony, Mirpur",https://www.bproperty.com/en/property/details-2065335.html,12000.0,2065335
700 sqft,2,2,Apartment,Dhaka,Mirpur,Pirerbag,See This Fine Looking Residence Offered For Rent In South Pirerbag,https://www.bproperty.com/en/property/details-2065298.html,9500.0,2065298
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"650 Sq Ft Apartment For Rent In Mirpur Section 12, Near Scolar International School",https://www.bproperty.com/en/property/details-2064871.html,10000.0,2064871
550 sqft,2,2,Apartment,Dhaka,Mirpur,3rd Colony,Nice 550 SQ FT flat is available to Rent in Mirpur,https://www.bproperty.com/en/property/details-2064547.html,10000.0,2064547
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 2,For Rental purpose nice 650 SQ FT flat is now up to Rent in Mirpur 2,https://www.bproperty.com/en/property/details-2064264.html,10000.0,2064264
600 sqft,2,1,Apartment,Dhaka,Mirpur,Paikpara,A Nicely Planned 600 Sq Ft Flat Is Up For Rent In Dakkhin Paikpara,https://www.bproperty.com/en/property/details-2064523.html,9500.0,2064523
600 sqft,2,2,Apartment,Dhaka,Mirpur,Dakkhin Paikpara,"This 2 Bedroom Flat In South Paikpara Main Road, With A Convenient Price Is Up For Rent",https://www.bproperty.com/en/property/details-2064520.html,8000.0,2064520
"1,150 sqft",2,2,Apartment,Dhaka,Mirpur,Paikpara,A Luxurious 1150 Sq Ft Flat Is Up For Rent In Dakkhin Paikpara,https://www.bproperty.com/en/property/details-2064536.html,14000.0,2064536
800 sqft,2,2,Apartment,Dhaka,Mirpur,Pallabi,Exquisite Living Space Of 2 Bedroom Is Up For Rent In A Beautiful Location Of Eastern Housing.,https://www.bproperty.com/en/property/details-2064102.html,12000.0,2064102
"1,000 sqft",3,2,Apartment,Dhaka,Mirpur,Section 13,"3 Bedroom Residence For Rent In Section 13, Mirpur",https://www.bproperty.com/en/property/details-2064439.html,17000.0,2064439
500 sqft,2,1,Apartment,Dhaka,Mirpur,3rd Colony,Near Lalkuthi Junior High School 500 Sq. Ft Flat For Rent In Mirpur,https://www.bproperty.com/en/property/details-2064233.html,9000.0,2064233
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 2,An Apartment Is Up For Rent Covering An Area Of 650 Sq Ft At Mirpur 2.,https://www.bproperty.com/en/property/details-2064247.html,12500.0,2064247
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,A Home Is Ready For Rent At Mirpur Near Pallabi Police Station.,https://www.bproperty.com/en/property/details-2064245.html,11000.0,2064245
800 sqft,2,2,Apartment,Dhaka,Mirpur,Pallabi,Worthy 800 SQ FT Residential Apartment is for rent at Pallabi,https://www.bproperty.com/en/property/details-2064144.html,10500.0,2064144
600 sqft,2,2,Apartment,Dhaka,Mirpur,Pallabi,Worthy 600 SQ FT Residential Apartment is for rent at Pallabi,https://www.bproperty.com/en/property/details-2064136.html,10000.0,2064136
700 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"Your New Home Is Waiting For You In This Lovely Apartment For Rent Includes 700 Sq Ft At Mirpur, Near Arafat Kids Int. School",https://www.bproperty.com/en/property/details-2064227.html,13000.0,2064227
600 sqft,2,1,Apartment,Dhaka,Mirpur,Section 12,Plan To Move In This 600 Sq Ft Home Which Is Up For Rent In Mirpur 12,https://www.bproperty.com/en/property/details-2064208.html,10000.0,2064208
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,Well Maintained 2 Bedroom Flat In Mirpur 12 Is Currently Vacant For Rent,https://www.bproperty.com/en/property/details-2064158.html,10500.0,2064158
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"See This 650 Square Feet Flat For Rent In Section 12, Mirpur Near By Pallabi Police Station.",https://www.bproperty.com/en/property/details-2064164.html,10500.0,2064164
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 2,Offering you beautiful 650 SQ FT apartment to Rent in Mirpur 2,https://www.bproperty.com/en/property/details-2064096.html,11000.0,2064096
800 sqft,2,2,Apartment,Dhaka,Mirpur,Pallabi,Offering you beautiful 800 SQ FT apartment to Rent in Pallabi,https://www.bproperty.com/en/property/details-2064094.html,12000.0,2064094
"1,600 sqft",3,3,Apartment,Dhaka,Mirpur,Pallabi,Find 1600 SQ FT flat available to Rent in Pallabi,https://www.bproperty.com/en/property/details-2063656.html,23000.0,2063656
800 sqft,2,2,Apartment,Dhaka,Mirpur,Pallabi,Find 800 SQ FT flat available to Rent in Pallabi,https://www.bproperty.com/en/property/details-2063626.html,11500.0,2063626
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,650 SQ FT flat is now to rent which is in Mirpur 12,https://www.bproperty.com/en/property/details-2063513.html,10000.0,2063513
850 sqft,2,2,Apartment,Dhaka,Mirpur,Pallabi,850 SQ FT flat is now to rent which is in Pallabi,https://www.bproperty.com/en/property/details-2063440.html,12000.0,2063440
500 sqft,2,1,Apartment,Dhaka,Mirpur,East Monipur,A well-constructed 500 SQ FT apartment is ready to Rent in East Monipur,https://www.bproperty.com/en/property/details-2063719.html,9000.0,2063719
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,East Monipur,Well Maintained 1100 Sq Ft Residential Apartment In East Monipur Is Currently Vacant For Rent,https://www.bproperty.com/en/property/details-2063730.html,20000.0,2063730
"1,000 sqft",2,2,Apartment,Dhaka,Mirpur,East Monipur,A 1000 Sq Ft Suitable Apartment For You Waiting To Be Rented At East Monipur,https://www.bproperty.com/en/property/details-2063726.html,15000.0,2063726
"1,100 sqft",3,2,Apartment,Dhaka,Mirpur,East Monipur,A 3 Bedroom Flat In East Monipur For Rent Which Is Ready To Move In,https://www.bproperty.com/en/property/details-2063731.html,19000.0,2063731
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,650 Sq Ft Convenient Apartment For A Small Family Is For Rent In Mirpur 12,https://www.bproperty.com/en/property/details-2063419.html,10000.0,2063419
800 sqft,2,2,Apartment,Dhaka,Mirpur,Pallabi,A Perfect Flat Of 800 Sq Ft For Living With Family Is Up For Rent At Pallabi,https://www.bproperty.com/en/property/details-2063389.html,10000.0,2063389
800 sqft,2,2,Apartment,Dhaka,Mirpur,East Shewrapara,Strongly Structured This 800 Sq. Ft Apartment Is Now Vacant For Rent In East Shewrapara,https://www.bproperty.com/en/property/details-2063633.html,17750.0,2063633
800 sqft,2,2,Apartment,Dhaka,Mirpur,Rupnagar R/A,Close To Rupnagar Housing Jame Masjid An Apartment For Rent Is Available In Rupnagar R/A,https://www.bproperty.com/en/property/details-2063600.html,11000.0,2063600
800 sqft,2,2,Apartment,Dhaka,Mirpur,Rupnagar R/A,"Start Your New Home, In This Flat For Rent In Rupnagar R/A .",https://www.bproperty.com/en/property/details-2063602.html,11000.0,2063602
800 sqft,2,2,Apartment,Dhaka,Mirpur,Rupnagar R/A,"2 Bedroom, 2 Bathroom Medium Size Apartment With A View Is Up For Rent In Rupnagar R/A .",https://www.bproperty.com/en/property/details-2063603.html,11000.0,2063603
"1,050 sqft",2,1,Apartment,Dhaka,Mirpur,Mirpur DOHS,Sophisticated 1050 Sq Ft Flat Is Available For Rent In Mirpur DOHS,https://www.bproperty.com/en/property/details-2063577.html,22000.0,2063577
600 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,Check This Home Up For Rent In Mirpur 12 Near By Pallabi Police Station.,https://www.bproperty.com/en/property/details-2063523.html,11000.0,2063523
700 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,Visit This 700 Sq Ft Apartment For Rent In Mirpur 12,https://www.bproperty.com/en/property/details-2063338.html,10000.0,2063338
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"650 Sq Ft Apartment Is Now Vacant To Rent In Mirpur 12, Block C",https://www.bproperty.com/en/property/details-2063342.html,10000.0,2063342
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"650 Sq Ft Flat Is Now Vacant To Rent In Mirpur 12, Block C",https://www.bproperty.com/en/property/details-2063344.html,10000.0,2063344
800 sqft,2,2,Apartment,Dhaka,Mirpur,Pallabi,This 800 Sq. Ft. -2 Bedroom Flat Is Up For Rent In The Location Of Pallabi Eastern Housing,https://www.bproperty.com/en/property/details-2063398.html,10000.0,2063398
"1,265 sqft",3,3,Apartment,Dhaka,Mirpur,Section 1,A Well-constructed 1265 Sq Ft Flat Is Ready To Rent In Mirpur 1 Close To Aalok Health Care,https://www.bproperty.com/en/property/details-2061907.html,18000.0,2061907
"1,290 sqft",3,2,Apartment,Dhaka,Mirpur,East Monipur,Properly Constructed 1290 Sq Ft Flat For Rent In East Monipur,https://www.bproperty.com/en/property/details-2062992.html,17000.0,2062992
"1,320 sqft",3,3,Apartment,Dhaka,Mirpur,East Monipur,1320 Sq Ft Organized Apartment For Rent In East Monipur,https://www.bproperty.com/en/property/details-2062994.html,20000.0,2062994
"1,280 sqft",3,2,Apartment,Dhaka,Mirpur,East Monipur,"Reside In This 1280 Sq Ft Flat For Rent In Kathal Tola Road, East Monipur",https://www.bproperty.com/en/property/details-2062991.html,17000.0,2062991
"1,425 sqft",3,4,Apartment,Dhaka,Mirpur,Pallabi,Decent-sized Apartment Of 1425 Sq Ft Is Ready To Rent In Mirpur 12,https://www.bproperty.com/en/property/details-2062833.html,20000.0,2062833
800 sqft,2,2,Apartment,Dhaka,Mirpur,Pallabi,Decent-sized Apartment Of 800 Sq Ft Is Ready To Rent In Eastern Pallabi,https://www.bproperty.com/en/property/details-2062764.html,13000.0,2062764
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"A 650 Sq. Ft And 2 Bedroom Flat Is Up For Rent At Mirpur Nearby Masjidul Juma'a Complex, This Is What You’ve Been Searching For As Your New Home!",https://www.bproperty.com/en/property/details-2062735.html,10500.0,2062735
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,Express Your Individuality At This 650 Sq. ft Apartment Which Is Vacant For Rent In The Location Of Mirpur-12 Beside To Masjidul Juma'a Complex.,https://www.bproperty.com/en/property/details-2062729.html,10000.0,2062729
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,Affordable And Wonderful Residence Which Is Available For Rent Near By Kalshi Bus Stop In Mirpur,https://www.bproperty.com/en/property/details-2062758.html,10000.0,2062758
650 sqft,2,2,Apartment,Dhaka,Mirpur,Section 12,"For Rental Purpose, A Well-constructed 650 Sq Ft Flat Is Now Up For Rent In Mirpur 12",https://www.bproperty.com/en/property/details-2062751.html,11000.0,2062751
650 sqft,2,1,Apartment,Dhaka,Mirpur,Section 12,We Have A 650 Sq. Ft And 2 Bedroom Flat For Rent In Mirpur,https://www.bproperty.com/en/property/details-2062743.html,10000.0,2062743
"1,000 sqft",3,2,Apartment,Dhaka,Mirpur,Pallabi,An Adequate 1000 Sq Ft Residential Apartment Is Up For Rent In The Center Of Eastern Pallabi .,https://www.bproperty.com/en/property/details-2062685.html,16000.0,2062685
"1,350 sqft",3,3,Apartment,Dhaka,Mirpur,Section 12,1350 SQ FT flat is now Vacant to rent in Mirpur 12,https://www.bproperty.com/en/property/details-2062651.html,24000.0,2062651
"1,500 sqft",4,2,Apartment,Dhaka,Mirpur,Pallabi,A Moderate 1500 Sq Ft Flat Is Available For Rent At Eastern Pallabi,https://www.bproperty.com/en/property/details-2062611.html,17000.0,2062611
800 sqft,2,1,Apartment,Dhaka,Mirpur,Section 2,Offering you 800 SQ FT apartment to Rent in Mirpur 2,https://www.bproperty.com/en/property/details-2061978.html,15000.0,2061978
600 sqft,2,1,Apartment,Dhaka,Mirpur,Pirerbag,Nice 600 SQ FT apartment is available to Rent in South Pirerbag,https://www.bproperty.com/en/property/details-2062115.html,10000.0,2062115
